report_date,child_asin,ppc_product,buy_box_group,sessions_total,page_views_total,unit_session_percentage,units_ordered,ordered_product_sales,featured_offer_buy_box_percentage
2024-01-01,B0LQSJH66Z,0,High Buy Box,2155,2682,2.74,59,2176.48,26.82
2022-04-01,B08B0HDG7F,0,Low Buy Box,164,234,0.61,1,42.45,56.78
2022-05-01,B08B0HDG7F,0,Low Buy Box,154,190,20.78,32,695.59,62.89
2022-06-01,B08B0HDG7F,0,Low Buy Box,3848,4673,0.44,17,410.07,74.81
2022-07-01,B08B0HDG7F,0,High Buy Box,97,131,59.79,58,3178.07,30.96
2022-08-01,B08B0HDG7F,0,Low Buy Box,604,710,1.99,12,390.75,52.93
2022-09-01,B08B0HDG7F,0,Low Buy Box,802,893,1.12,9,345.55,66.83
2022-10-01,B08B0HDG7F,0,High Buy Box,6967,7543,0.47,33,1483.28,70.21
2022-11-01,B08B0HDG7F,0,High Buy Box,885,1338,0.56,5,98.4,55.05
2022-12-01,B08B0HDG7F,0,Low Buy Box,173,228,6.94,12,320.84,35.17
2023-01-01,B08B0HDG7F,0,Low Buy Box,1219,1872,0.82,10,544.55,31.85
2023-02-01,B08B0HDG7F,0,High Buy Box,166,186,1.81,3,86.69,65.0
2023-03-01,B08B0HDG7F,0,Low Buy Box,3380,4982,0.06,2,116.01,91.02
2023-04-01,B08B0HDG7F,0,Low Buy Box,2342,2751,0.98,23,500.7,29.76
2023-05-01,B08B0HDG7F,0,High Buy Box,604,873,1.82,11,347.23,53.34
2023-06-01,B08B0HDG7F,0,Low Buy Box,1817,2164,0.0,0,0.0,30.78
2023-07-01,B08B0HDG7F,0,Low Buy Box,640,684,1.25,8,238.32,42.48
2023-08-01,B08B0HDG7F,0,Low Buy Box,3830,4354,0.21,8,139.58,47.79
2023-09-01,B08B0HDG7F,0,High Buy Box,2847,3078,0.11,3,114.02,48.25
2023-10-01,B08B0HDG7F,0,Low Buy Box,3599,4325,0.44,16,412.9,76.66
2023-11-01,B08B0HDG7F,0,High Buy Box,844,1006,0.36,3,143.3,42.57
2023-12-01,B08B0HDG7F,0,Low Buy Box,237,287,20.68,49,2378.74,70.0
2024-01-01,B08B0HDG7F,0,Low Buy Box,7506,11444,0.2,15,341.13,29.73
2022-04-01,B0G5FQTYRZ,0,Low Buy Box,309,413,11.65,36,987.2,33.15
2022-05-01,B0G5FQTYRZ,0,Low Buy Box,374,563,3.74,14,590.5,58.11
2022-06-01,B0G5FQTYRZ,0,Low Buy Box,2467,3173,0.0,0,0.0,49.52
2022-07-01,B0G5FQTYRZ,0,Low Buy Box,875,1105,0.23,2,52.83,65.18
2022-08-01,B0G5FQTYRZ,0,High Buy Box,2222,3306,1.22,27,948.17,26.57
2022-09-01,B0G5FQTYRZ,0,High Buy Box,998,1197,2.91,29,1651.73,48.29
2022-10-01,B0G5FQTYRZ,0,Low Buy Box,5422,5757,0.28,15,377.04,41.32
2022-11-01,B0G5FQTYRZ,0,Low Buy Box,4863,6170,0.41,20,776.66,70.0
2022-12-01,B0G5FQTYRZ,0,Low Buy Box,155,203,37.42,58,1936.76,44.59
2023-01-01,B0G5FQTYRZ,0,Low Buy Box,2040,2829,2.94,60,2417.14,47.06
2023-02-01,B0G5FQTYRZ,0,Low Buy Box,3061,4499,0.07,2,90.44,9.64
2023-03-01,B0G5FQTYRZ,0,Low Buy Box,940,1410,3.3,31,1065.35,48.56
2023-04-01,B0G5FQTYRZ,0,Low Buy Box,2009,2801,0.15,3,100.15,48.23
2023-05-01,B0G5FQTYRZ,0,Low Buy Box,1772,2053,0.23,4,245.31,87.27
2023-06-01,B0G5FQTYRZ,0,Low Buy Box,8315,10535,0.18,15,515.53,47.36
2023-07-01,B0G5FQTYRZ,0,Low Buy Box,941,1283,3.4,32,646.3,73.75
2023-08-01,B0G5FQTYRZ,0,High Buy Box,3150,3326,0.44,14,570.08,56.84
2023-09-01,B0G5FQTYRZ,0,Low Buy Box,441,646,2.04,9,207.64,39.27
2023-10-01,B0G5FQTYRZ,0,Low Buy Box,1352,1908,0.15,2,123.57,29.91
2023-11-01,B0G5FQTYRZ,0,Low Buy Box,1070,1241,0.09,1,28.23,79.91
2023-12-01,B0G5FQTYRZ,0,Low Buy Box,2193,2680,1.73,38,932.62,41.69
2024-01-01,B0G5FQTYRZ,0,High Buy Box,3169,4358,2.05,65,1173.19,46.97
2022-04-01,B0P8C9B5QW,1,Low Buy Box,1408,1639,0.5,7,110.92,10.66
2022-05-01,B0P8C9B5QW,1,Low Buy Box,2463,2641,0.28,7,232.66,45.99
2022-06-01,B0P8C9B5QW,1,Low Buy Box,786,1100,1.78,14,376.98,57.89
2022-07-01,B0P8C9B5QW,1,Low Buy Box,337,444,7.12,24,961.94,62.08
2022-08-01,B0P8C9B5QW,1,Low Buy Box,1183,1617,1.27,15,334.04,54.47
2022-09-01,B0P8C9B5QW,1,Low Buy Box,1306,1697,2.45,32,970.81,41.96
2022-10-01,B0P8C9B5QW,1,Low Buy Box,506,734,8.89,45,2647.61,73.19
2022-11-01,B0P8C9B5QW,1,High Buy Box,1476,2035,0.68,10,338.71,36.06
2022-12-01,B0P8C9B5QW,1,High Buy Box,1543,1876,0.26,4,122.87,63.22
2023-01-01,B0P8C9B5QW,1,Low Buy Box,2553,2960,0.43,11,666.05,32.66
2023-02-01,B0P8C9B5QW,1,Low Buy Box,1972,2477,1.83,36,1244.59,21.2
2023-03-01,B0P8C9B5QW,1,Low Buy Box,197,276,6.6,13,689.51,3.81
2023-04-01,B0P8C9B5QW,1,Low Buy Box,476,524,1.89,9,543.53,29.95
2023-05-01,B0P8C9B5QW,1,Low Buy Box,1243,1842,0.72,9,315.89,70.27
2023-06-01,B0P8C9B5QW,1,Low Buy Box,484,622,3.1,15,626.66,68.33
2023-07-01,B0P8C9B5QW,1,Low Buy Box,181,209,6.08,11,523.62,46.42
2023-08-01,B0P8C9B5QW,1,Low Buy Box,1698,2177,0.47,8,449.41,43.4
2023-09-01,B0P8C9B5QW,1,Low Buy Box,1144,1495,1.14,13,321.41,5.17
2023-10-01,B0P8C9B5QW,1,High Buy Box,3398,4574,0.65,22,1206.46,19.89
2023-11-01,B0P8C9B5QW,1,Low Buy Box,136,156,11.03,15,305.12,10.35
2023-12-01,B0P8C9B5QW,1,High Buy Box,6483,8862,0.43,28,945.36,74.71
2024-01-01,B0P8C9B5QW,1,Low Buy Box,574,788,6.62,38,1314.16,56.01
2022-04-01,B0TAVV0CR7,0,Low Buy Box,8858,13328,0.54,48,1590.91,76.8
2022-05-01,B0TAVV0CR7,0,Low Buy Box,141,207,7.09,10,188.59,83.03
2022-06-01,B0TAVV0CR7,0,Low Buy Box,1308,1638,2.6,34,647.7,67.85
2022-07-01,B0TAVV0CR7,0,Low Buy Box,3004,3595,0.43,13,787.85,83.25
2022-08-01,B0TAVV0CR7,0,Low Buy Box,240,335,10.0,24,586.04,49.31
2022-09-01,B0TAVV0CR7,0,Low Buy Box,285,354,0.35,1,22.99,53.54
2022-10-01,B0TAVV0CR7,0,High Buy Box,527,617,10.82,57,1642.54,39.88
2022-11-01,B0TAVV0CR7,0,Low Buy Box,1815,2624,1.1,20,1118.6,20.64
2022-12-01,B0TAVV0CR7,0,Low Buy Box,16,20,68.75,11,539.83,31.34
2023-01-01,B0TAVV0CR7,0,High Buy Box,149,202,10.74,16,736.62,27.39
2023-02-01,B0TAVV0CR7,0,High Buy Box,353,414,10.76,38,1904.9,50.74
2023-03-01,B0TAVV0CR7,0,High Buy Box,2624,3309,0.27,7,357.12,49.98
2023-04-01,B0TAVV0CR7,0,High Buy Box,3099,3931,0.03,1,27.85,69.47
2023-05-01,B0TAVV0CR7,0,High Buy Box,2350,3489,0.21,5,92.74,89.51
2023-06-01,B0TAVV0CR7,0,Low Buy Box,2845,3465,0.14,4,70.87,32.25
2023-07-01,B0TAVV0CR7,0,Low Buy Box,1377,1957,0.8,11,186.24,42.87
2023-08-01,B0TAVV0CR7,0,Low Buy Box,1703,2427,0.41,7,146.49,46.62
2023-09-01,B0TAVV0CR7,0,High Buy Box,509,638,1.96,10,404.41,46.06
2023-10-01,B0TAVV0CR7,0,Low Buy Box,165,217,4.24,7,310.86,32.3
2023-11-01,B0TAVV0CR7,0,Low Buy Box,635,816,0.63,4,75.36,17.72
2023-12-01,B0TAVV0CR7,0,High Buy Box,736,973,0.41,3,105.51,52.3
2024-01-01,B0TAVV0CR7,0,Low Buy Box,2603,3077,0.15,4,105.52,66.06
2022-04-01,B054DVE3GV,0,High Buy Box,2308,2822,0.0,0,0.0,83.24
2022-05-01,B054DVE3GV,0,High Buy Box,4241,4820,0.83,35,1410.43,49.71
2022-06-01,B054DVE3GV,0,High Buy Box,850,909,0.59,5,246.0,8.5
2022-07-01,B054DVE3GV,0,High Buy Box,4846,7090,0.8,39,1955.19,8.46
2022-08-01,B054DVE3GV,0,Low Buy Box,2334,2518,0.3,7,255.17,63.11
2022-09-01,B054DVE3GV,0,Low Buy Box,63,71,6.35,4,230.15,24.91
2022-10-01,B054DVE3GV,0,Low Buy Box,444,630,5.41,24,780.74,54.25
2022-11-01,B054DVE3GV,0,Low Buy Box,758,960,3.69,28,1231.0,68.22
2022-12-01,B054DVE3GV,0,Low Buy Box,2179,2298,1.19,26,763.62,44.92
2023-01-01,B054DVE3GV,0,Low Buy Box,4481,5134,0.2,9,308.28,27.19
2023-02-01,B054DVE3GV,0,High Buy Box,4826,6993,0.87,42,1840.09,35.22
2023-03-01,B054DVE3GV,0,Low Buy Box,5220,7252,0.17,9,247.03,47.81
2023-04-01,B054DVE3GV,0,High Buy Box,1398,2052,1.22,17,468.27,37.22
2023-05-01,B054DVE3GV,0,Low Buy Box,3651,3874,0.08,3,163.68,68.28
2023-06-01,B054DVE3GV,0,Low Buy Box,4438,6165,0.32,14,223.45,31.76
2023-07-01,B054DVE3GV,0,High Buy Box,168,239,28.57,48,735.48,65.8
2023-08-01,B054DVE3GV,0,Low Buy Box,2626,3198,0.04,1,34.19,21.49
2023-09-01,B054DVE3GV,0,Low Buy Box,326,373,19.33,63,2618.35,49.36
2023-10-01,B054DVE3GV,0,Low Buy Box,2211,2878,0.05,1,26.26,28.75
2023-11-01,B054DVE3GV,0,High Buy Box,3718,5134,0.7,26,1378.98,9.71
2023-12-01,B054DVE3GV,0,Low Buy Box,679,798,3.09,21,564.01,46.48
2024-01-01,B054DVE3GV,0,High Buy Box,1600,2004,0.38,6,138.27,81.39
2022-04-01,B0ZD1ZFNDQ,0,Low Buy Box,1031,1298,0.1,1,21.39,15.7
2022-05-01,B0ZD1ZFNDQ,0,High Buy Box,4639,5847,0.22,10,281.57,55.03
2022-06-01,B0ZD1ZFNDQ,0,Low Buy Box,1398,1486,0.5,7,326.99,55.77
2022-07-01,B0ZD1ZFNDQ,0,High Buy Box,1601,2413,0.5,8,454.52,15.76
2022-08-01,B0ZD1ZFNDQ,0,Low Buy Box,1277,1559,2.04,26,1415.0,60.45
2022-09-01,B0ZD1ZFNDQ,0,Low Buy Box,2858,4339,0.31,9,294.91,30.59
2022-10-01,B0ZD1ZFNDQ,0,Low Buy Box,2827,3650,0.46,13,304.13,12.16
2022-11-01,B0ZD1ZFNDQ,0,High Buy Box,1692,2115,1.36,23,542.53,28.61
2022-12-01,B0ZD1ZFNDQ,0,High Buy Box,257,333,5.06,13,734.4,66.36
2023-01-01,B0ZD1ZFNDQ,0,Low Buy Box,641,684,3.12,20,793.89,57.81
2023-02-01,B0ZD1ZFNDQ,0,High Buy Box,1207,1538,2.32,28,456.61,17.32
2023-03-01,B0ZD1ZFNDQ,0,Low Buy Box,585,688,1.03,6,111.35,70.42
2023-04-01,B0ZD1ZFNDQ,0,High Buy Box,724,814,3.59,26,991.65,29.86
2023-05-01,B0ZD1ZFNDQ,0,High Buy Box,2377,3263,1.72,41,2381.68,46.96
2023-06-01,B0ZD1ZFNDQ,0,High Buy Box,972,1072,0.72,7,168.06,77.22
2023-07-01,B0ZD1ZFNDQ,0,Low Buy Box,43,50,137.21,59,3111.08,50.69
2023-08-01,B0ZD1ZFNDQ,0,High Buy Box,1070,1635,1.21,13,244.76,44.38
2023-09-01,B0ZD1ZFNDQ,0,Low Buy Box,94,125,37.23,35,566.6,41.71
2023-10-01,B0ZD1ZFNDQ,0,Low Buy Box,3613,4154,1.0,36,772.67,4.86
2023-11-01,B0ZD1ZFNDQ,0,Low Buy Box,1094,1280,1.74,19,992.49,61.12
2023-12-01,B0ZD1ZFNDQ,0,Low Buy Box,3094,4096,0.16,5,203.98,71.03
2024-01-01,B0ZD1ZFNDQ,0,Low Buy Box,2154,3138,0.09,2,50.25,18.91
2022-04-01,B0JDCSDL2G,0,High Buy Box,1623,1905,1.85,30,446.96,46.74
2022-05-01,B0JDCSDL2G,0,High Buy Box,3667,4740,0.25,9,196.73,35.02
2022-06-01,B0JDCSDL2G,0,Low Buy Box,892,1115,2.8,25,944.28,85.16
2022-07-01,B0JDCSDL2G,0,Low Buy Box,3082,4462,0.06,2,106.41,77.97
2022-08-01,B0JDCSDL2G,0,Low Buy Box,27,37,29.63,8,261.57,69.95
2022-09-01,B0JDCSDL2G,0,Low Buy Box,1983,2954,0.3,6,85.55,77.41
2022-10-01,B0JDCSDL2G,0,High Buy Box,1248,1897,0.24,3,119.29,44.47
2022-11-01,B0JDCSDL2G,0,Low Buy Box,146,171,26.71,39,606.49,49.67
2022-12-01,B0JDCSDL2G,0,High Buy Box,5931,8532,0.12,7,288.54,55.02
2023-01-01,B0JDCSDL2G,0,High Buy Box,2094,2511,1.58,33,862.01,41.23
2023-02-01,B0JDCSDL2G,0,Low Buy Box,1054,1216,3.23,34,1193.52,10.58
2023-03-01,B0JDCSDL2G,0,Low Buy Box,1295,1954,7.8,101,2755.84,44.48
2023-04-01,B0JDCSDL2G,0,Low Buy Box,233,339,0.86,2,50.13,68.56
2023-05-01,B0JDCSDL2G,0,Low Buy Box,577,737,1.39,8,355.35,47.85
2023-06-01,B0JDCSDL2G,0,Low Buy Box,415,613,1.93,8,284.7,81.16
2023-07-01,B0JDCSDL2G,0,Low Buy Box,6488,9893,0.42,27,1399.27,36.1
2023-08-01,B0JDCSDL2G,0,Low Buy Box,339,445,2.36,8,305.95,41.58
2023-09-01,B0JDCSDL2G,0,Low Buy Box,1011,1267,4.75,48,1896.6,61.66
2023-10-01,B0JDCSDL2G,0,High Buy Box,1256,1595,1.83,23,1333.67,63.85
2023-11-01,B0JDCSDL2G,0,Low Buy Box,1405,1694,2.99,42,1214.36,42.39
2023-12-01,B0JDCSDL2G,0,Low Buy Box,7809,11715,0.17,13,645.11,42.81
2024-01-01,B0JDCSDL2G,0,Low Buy Box,484,604,0.21,1,38.3,63.11
2022-04-01,B0XH0PYL93,0,Low Buy Box,534,796,0.37,2,80.01,80.25
2022-05-01,B0XH0PYL93,0,Low Buy Box,2814,3753,1.63,46,2699.17,28.26
2022-06-01,B0XH0PYL93,0,High Buy Box,170,226,1.76,3,185.95,43.17
2022-07-01,B0XH0PYL93,0,Low Buy Box,1982,2590,0.15,3,152.4,49.4
2022-08-01,B0XH0PYL93,0,Low Buy Box,1209,1780,0.74,9,330.19,73.91
2022-09-01,B0XH0PYL93,0,Low Buy Box,2734,4136,0.11,3,63.35,34.62
2022-10-01,B0XH0PYL93,0,Low Buy Box,377,451,12.73,48,1635.12,59.16
2022-11-01,B0XH0PYL93,0,Low Buy Box,467,557,3.64,17,923.14,50.0
2022-12-01,B0XH0PYL93,0,High Buy Box,590,633,4.41,26,1049.56,43.18
2023-01-01,B0XH0PYL93,0,High Buy Box,442,631,3.17,14,332.88,50.61
2023-02-01,B0XH0PYL93,0,Low Buy Box,2627,3831,0.15,4,96.96,18.56
2023-03-01,B0XH0PYL93,0,High Buy Box,935,1123,0.0,0,0.0,35.15
2023-04-01,B0XH0PYL93,0,Low Buy Box,587,692,2.39,14,696.67,63.77
2023-05-01,B0XH0PYL93,0,Low Buy Box,740,828,0.81,6,134.91,88.03
2023-06-01,B0XH0PYL93,0,High Buy Box,8047,10218,0.11,9,531.22,36.23
2023-07-01,B0XH0PYL93,0,Low Buy Box,4259,5474,0.42,18,803.64,57.06
2023-08-01,B0XH0PYL93,0,High Buy Box,536,624,6.34,34,1090.13,57.1
2023-09-01,B0XH0PYL93,0,Low Buy Box,4692,6990,0.87,41,866.83,69.81
2023-10-01,B0XH0PYL93,0,Low Buy Box,232,254,0.43,1,44.97,39.64
2023-11-01,B0XH0PYL93,0,Low Buy Box,1012,1230,1.68,17,713.97,45.16
2023-12-01,B0XH0PYL93,0,Low Buy Box,1322,1424,0.68,9,296.24,54.5
2024-01-01,B0XH0PYL93,0,Low Buy Box,4775,6759,0.94,45,1232.67,81.42
2022-04-01,B0F9BPV44W,0,Low Buy Box,2921,4241,0.48,14,318.72,51.89
2022-05-01,B0F9BPV44W,0,Low Buy Box,1667,2095,0.06,1,42.17,44.4
2022-06-01,B0F9BPV44W,0,Low Buy Box,1245,1687,0.32,4,67.98,65.06
2022-07-01,B0F9BPV44W,0,Low Buy Box,2166,2967,0.97,21,780.65,44.29
2022-08-01,B0F9BPV44W,0,Low Buy Box,2121,3062,1.13,24,525.81,64.56
2022-09-01,B0F9BPV44W,0,High Buy Box,486,659,6.58,32,711.79,39.8
2022-10-01,B0F9BPV44W,0,High Buy Box,711,1075,2.95,21,365.43,29.63
2022-11-01,B0F9BPV44W,0,High Buy Box,6015,9131,0.03,2,73.2,51.53
2022-12-01,B0F9BPV44W,0,Low Buy Box,1969,2663,1.12,22,1299.1,24.27
2023-01-01,B0F9BPV44W,0,Low Buy Box,635,910,5.83,37,638.85,83.83
2023-02-01,B0F9BPV44W,0,Low Buy Box,160,200,10.0,16,773.66,25.52
2023-03-01,B0F9BPV44W,0,High Buy Box,8717,10215,0.11,10,524.09,42.02
2023-04-01,B0F9BPV44W,0,Low Buy Box,1511,1783,0.46,7,181.21,8.68
2023-05-01,B0F9BPV44W,0,High Buy Box,1137,1460,1.5,17,774.84,55.09
2023-06-01,B0F9BPV44W,0,Low Buy Box,3601,4772,0.17,6,317.77,5.84
2023-07-01,B0F9BPV44W,0,High Buy Box,7850,9514,0.01,1,13.37,14.12
2023-08-01,B0F9BPV44W,0,High Buy Box,1064,1507,1.32,14,699.11,48.13
2023-09-01,B0F9BPV44W,0,Low Buy Box,1962,2244,1.07,21,863.17,58.09
2023-10-01,B0F9BPV44W,0,Low Buy Box,6876,7624,0.25,17,668.13,36.31
2023-11-01,B0F9BPV44W,0,Low Buy Box,579,626,6.91,40,1475.33,62.28
2023-12-01,B0F9BPV44W,0,Low Buy Box,1100,1438,0.82,9,264.8,26.94
2024-01-01,B0F9BPV44W,0,Low Buy Box,311,371,11.58,36,793.72,35.75
2022-04-01,B0SVCERVVH,0,Low Buy Box,1035,1540,1.93,20,486.65,59.0
2022-05-01,B0SVCERVVH,0,Low Buy Box,226,324,9.29,21,474.22,43.95
2022-06-01,B0SVCERVVH,0,High Buy Box,788,1156,3.81,30,1187.15,52.19
2022-07-01,B0SVCERVVH,0,High Buy Box,2145,2966,0.28,6,265.54,58.7
2022-08-01,B0SVCERVVH,0,High Buy Box,6280,8203,0.32,20,1120.38,46.02
2022-09-01,B0SVCERVVH,0,Low Buy Box,1587,1999,1.64,26,1222.37,85.41
2022-10-01,B0SVCERVVH,0,High Buy Box,708,771,2.26,16,434.17,70.03
2022-11-01,B0SVCERVVH,0,Low Buy Box,3428,4136,0.09,3,176.13,49.9
2022-12-01,B0SVCERVVH,0,Low Buy Box,1531,1974,1.24,19,970.62,54.99
2023-01-01,B0SVCERVVH,0,Low Buy Box,4843,5737,0.31,15,533.08,6.98
2023-02-01,B0SVCERVVH,0,Low Buy Box,727,1124,2.34,17,758.52,57.19
2023-03-01,B0SVCERVVH,0,Low Buy Box,1543,2225,0.13,2,84.4,44.6
2023-04-01,B0SVCERVVH,0,High Buy Box,760,1046,2.5,19,462.75,42.2
2023-05-01,B0SVCERVVH,0,High Buy Box,1274,1623,2.12,27,957.95,82.0
2023-06-01,B0SVCERVVH,0,High Buy Box,5241,7065,0.29,15,383.0,18.18
2023-07-01,B0SVCERVVH,0,High Buy Box,1245,1372,2.65,33,1852.05,-2.68
2023-08-01,B0SVCERVVH,0,High Buy Box,2794,3236,3.51,98,5297.2,44.48
2023-09-01,B0SVCERVVH,0,Low Buy Box,460,514,3.04,14,754.05,62.88
2023-10-01,B0SVCERVVH,0,High Buy Box,265,386,6.04,16,927.25,87.83
2023-11-01,B0SVCERVVH,0,Low Buy Box,1240,1696,0.56,7,219.69,26.65
2023-12-01,B0SVCERVVH,0,High Buy Box,676,787,0.44,3,114.9,82.19
2024-01-01,B0SVCERVVH,0,Low Buy Box,203,260,3.94,8,278.48,35.36
2022-04-01,B0SG9TPCK7,0,Low Buy Box,4320,5496,0.09,4,142.49,45.04
2022-05-01,B0SG9TPCK7,0,Low Buy Box,1884,2105,0.37,7,409.17,50.38
2022-06-01,B0SG9TPCK7,0,Low Buy Box,4074,5526,0.37,15,380.73,51.92
2022-07-01,B0SG9TPCK7,0,Low Buy Box,684,1009,5.56,38,2269.41,48.93
2022-08-01,B0SG9TPCK7,0,Low Buy Box,1814,2199,0.28,5,173.86,29.29
2022-09-01,B0SG9TPCK7,0,Low Buy Box,969,1240,1.86,18,520.02,49.05
2022-10-01,B0SG9TPCK7,0,Low Buy Box,199,270,7.54,15,923.13,59.59
2022-11-01,B0SG9TPCK7,0,Low Buy Box,9097,11852,0.08,7,157.19,10.29
2022-12-01,B0SG9TPCK7,0,Low Buy Box,4575,5549,0.11,5,162.33,22.95
2023-01-01,B0SG9TPCK7,0,High Buy Box,2132,3072,0.19,4,63.17,42.55
2023-02-01,B0SG9TPCK7,0,Low Buy Box,1341,1553,3.5,47,2483.53,72.11
2023-03-01,B0SG9TPCK7,0,Low Buy Box,1640,1948,0.3,5,224.56,75.6
2023-04-01,B0SG9TPCK7,0,High Buy Box,988,1314,0.4,4,147.79,20.69
2023-05-01,B0SG9TPCK7,0,Low Buy Box,1720,1976,0.58,10,148.58,32.99
2023-06-01,B0SG9TPCK7,0,Low Buy Box,1691,2332,0.24,4,201.05,29.54
2023-07-01,B0SG9TPCK7,0,High Buy Box,1598,2341,2.57,41,1604.02,59.43
2023-08-01,B0SG9TPCK7,0,High Buy Box,278,319,7.19,20,982.59,43.27
2023-09-01,B0SG9TPCK7,0,Low Buy Box,5075,6865,0.53,27,524.97,11.91
2023-10-01,B0SG9TPCK7,0,Low Buy Box,2390,2531,1.0,24,781.9,46.67
2023-11-01,B0SG9TPCK7,0,High Buy Box,1817,2526,0.77,14,474.83,32.96
2023-12-01,B0SG9TPCK7,0,Low Buy Box,2493,3601,0.36,9,212.49,49.69
2024-01-01,B0SG9TPCK7,0,Low Buy Box,890,1299,4.72,42,971.44,85.31
2022-04-01,B01MN9D4BQ,0,Low Buy Box,1074,1584,1.02,11,375.68,46.57
2022-05-01,B01MN9D4BQ,0,High Buy Box,1254,1860,1.83,23,1293.41,81.18
2022-06-01,B01MN9D4BQ,0,Low Buy Box,2191,3130,0.64,14,437.56,23.67
2022-07-01,B01MN9D4BQ,0,Low Buy Box,486,656,0.21,1,17.32,46.27
2022-08-01,B01MN9D4BQ,0,High Buy Box,618,781,9.71,60,1117.23,44.01
2022-09-01,B01MN9D4BQ,0,Low Buy Box,9068,13114,0.23,21,1021.8,36.05
2022-10-01,B01MN9D4BQ,0,Low Buy Box,1900,2068,0.58,11,388.08,36.41
2022-11-01,B01MN9D4BQ,0,Low Buy Box,2486,3104,2.41,60,3666.85,38.8
2022-12-01,B01MN9D4BQ,0,Low Buy Box,2314,2541,0.43,10,303.98,18.42
2023-01-01,B01MN9D4BQ,0,Low Buy Box,1710,2203,0.64,11,631.3,53.19
2023-02-01,B01MN9D4BQ,0,High Buy Box,263,333,9.51,25,1131.81,37.27
2023-03-01,B01MN9D4BQ,0,Low Buy Box,280,391,17.14,48,2059.62,63.15
2023-04-01,B01MN9D4BQ,0,High Buy Box,3308,4334,0.06,2,88.2,83.28
2023-05-01,B01MN9D4BQ,0,Low Buy Box,5898,7612,0.32,19,531.87,21.72
2023-06-01,B01MN9D4BQ,0,Low Buy Box,2575,3889,0.82,21,776.26,36.74
2023-07-01,B01MN9D4BQ,0,Low Buy Box,4851,7435,0.62,30,505.98,74.91
2023-08-01,B01MN9D4BQ,0,Low Buy Box,438,565,1.37,6,182.61,39.68
2023-09-01,B01MN9D4BQ,0,Low Buy Box,2228,3220,0.54,12,417.81,13.43
2023-10-01,B01MN9D4BQ,0,High Buy Box,2648,3019,1.06,28,949.41,68.81
2023-11-01,B01MN9D4BQ,0,High Buy Box,1893,2834,0.53,10,291.91,93.66
2023-12-01,B01MN9D4BQ,0,High Buy Box,162,236,11.73,19,1058.88,18.86
2024-01-01,B01MN9D4BQ,0,Low Buy Box,864,1325,1.27,11,373.1,24.06
2022-04-01,B0N9Q7EFLR,0,High Buy Box,1366,1444,5.12,70,1817.7,13.6
2022-05-01,B0N9Q7EFLR,0,High Buy Box,2981,4324,0.23,7,143.64,32.3
2022-06-01,B0N9Q7EFLR,0,Low Buy Box,1746,1958,1.37,24,989.92,34.22
2022-07-01,B0N9Q7EFLR,0,High Buy Box,1574,1746,0.76,12,275.66,55.46
2022-08-01,B0N9Q7EFLR,0,Low Buy Box,3229,3555,0.25,8,197.61,42.55
2022-09-01,B0N9Q7EFLR,0,Low Buy Box,2527,2725,0.28,7,107.3,63.07
2022-10-01,B0N9Q7EFLR,0,High Buy Box,1127,1716,1.15,13,231.74,70.26
2022-11-01,B0N9Q7EFLR,0,Low Buy Box,1729,2249,2.72,47,2854.58,70.12
2022-12-01,B0N9Q7EFLR,0,Low Buy Box,439,551,6.38,28,1040.49,79.32
2023-01-01,B0N9Q7EFLR,0,Low Buy Box,1674,2290,2.87,48,977.47,92.77
2023-02-01,B0N9Q7EFLR,0,Low Buy Box,255,294,16.86,43,1770.08,35.55
2023-03-01,B0N9Q7EFLR,0,High Buy Box,2920,3962,0.14,4,65.35,21.55
2023-04-01,B0N9Q7EFLR,0,High Buy Box,293,366,1.71,5,283.78,48.47
2023-05-01,B0N9Q7EFLR,0,Low Buy Box,516,694,1.16,6,121.44,51.69
2023-06-01,B0N9Q7EFLR,0,Low Buy Box,2819,3682,0.21,6,150.78,22.46
2023-07-01,B0N9Q7EFLR,0,Low Buy Box,2660,3462,1.05,28,1387.86,48.99
2023-08-01,B0N9Q7EFLR,0,High Buy Box,5413,6796,0.17,9,238.72,46.5
2023-09-01,B0N9Q7EFLR,0,Low Buy Box,3089,3597,0.13,4,132.57,36.3
2023-10-01,B0N9Q7EFLR,0,Low Buy Box,2786,4030,0.32,9,150.57,15.49
2023-11-01,B0N9Q7EFLR,0,Low Buy Box,1624,2151,2.03,33,962.66,49.92
2023-12-01,B0N9Q7EFLR,0,High Buy Box,944,1343,2.12,20,685.46,43.02
2024-01-01,B0N9Q7EFLR,0,High Buy Box,2099,3164,0.52,11,395.56,47.67
2022-04-01,B06L6K63VJ,0,Low Buy Box,852,1146,11.27,96,4121.96,50.53
2022-05-01,B06L6K63VJ,0,Low Buy Box,473,589,3.81,18,962.91,26.16
2022-06-01,B06L6K63VJ,0,Low Buy Box,563,753,1.07,6,155.31,19.04
2022-07-01,B06L6K63VJ,0,Low Buy Box,251,380,27.09,68,3661.53,44.76
2022-08-01,B06L6K63VJ,0,High Buy Box,659,1006,1.21,8,334.42,36.45
2022-09-01,B06L6K63VJ,0,Low Buy Box,1015,1186,3.84,39,1000.37,59.58
2022-10-01,B06L6K63VJ,0,Low Buy Box,375,447,0.0,0,0.0,35.42
2022-11-01,B06L6K63VJ,0,High Buy Box,835,1208,2.99,25,1100.44,51.38
