report_date,child_asin,ppc_product,sessions_total_B2C,page_views_total_B2C,unit_session_percentage_B2C,units_ordered_B2C,ordered_product_sales_B2C,featured_offer_buy_box_percentage_B2C,segment,buy_box_group3
2022-12-01,B0CQL82MJX,0,404,439,3.96,16,953.65,-5.64,B2C,Low Buy Box
2023-01-01,B0CQL82MJX,0,2578,3122,0.04,1,54.92,25.59,B2C,Low Buy Box
2023-02-01,B0CQL82MJX,0,688,748,4.36,30,921.68,94.8,B2C,Low Buy Box
2023-03-01,B0CQL82MJX,0,158,171,6.33,10,330.05,4.82,B2C,Low Buy Box
2023-04-01,B0CQL82MJX,0,1876,2413,1.81,34,1291.38,9.78,B2C,Low Buy Box
2023-05-01,B0CQL82MJX,0,1015,1066,0.49,5,242.46,57.56,B2C,Low Buy Box
2023-06-01,B0CQL82MJX,0,3719,4119,0.91,34,995.78,59.23,B2C,Low Buy Box
2023-07-01,B0CQL82MJX,0,1297,1853,2.24,29,1527.06,84.88,B2C,Low Buy Box
2023-08-01,B0CQL82MJX,0,1887,2016,1.64,31,505.88,79.58,B2C,High Buy Box
2023-09-01,B0CQL82MJX,0,3376,4872,0.12,4,150.41,2.83,B2C,Low Buy Box
2023-10-01,B0CQL82MJX,0,1485,2230,1.28,19,444.96,86.8,B2C,Low Buy Box
2023-11-01,B0CQL82MJX,0,12139,13639,0.18,22,1092.87,90.67,B2C,Low Buy Box
2023-12-01,B0CQL82MJX,0,831,1127,2.17,18,570.71,17.82,B2C,Low Buy Box
2024-01-01,B0CQL82MJX,0,249,381,9.64,24,1274.56,31.99,B2C,Low Buy Box
2022-04-01,B0NLCH603Y,0,881,1160,0.11,1,26.34,81.39,B2C,Low Buy Box
2022-05-01,B0NLCH603Y,0,2206,3136,0.32,7,338.0,46.65,B2C,Low Buy Box
2022-06-01,B0NLCH603Y,0,4261,5119,0.63,27,1634.14,31.89,B2C,Low Buy Box
2022-07-01,B0NLCH603Y,0,823,987,5.59,46,1685.67,87.36,B2C,High Buy Box
2022-08-01,B0NLCH603Y,0,610,671,0.82,5,185.21,0.32,B2C,Low Buy Box
2022-09-01,B0NLCH603Y,0,1549,2174,0.06,1,55.25,69.96,B2C,Low Buy Box
2022-10-01,B0NLCH603Y,0,542,609,1.48,8,155.82,25.49,B2C,Low Buy Box
2022-11-01,B0NLCH603Y,0,838,1101,1.55,13,182.49,22.85,B2C,High Buy Box
2022-12-01,B0NLCH603Y,0,788,936,3.3,26,745.64,42.46,B2C,Low Buy Box
2023-01-01,B0NLCH603Y,0,2061,2610,0.1,2,94.94,99.74,B2C,Low Buy Box
2023-02-01,B0NLCH603Y,0,1311,1719,2.52,33,1093.83,2.9,B2C,Low Buy Box
2023-03-01,B0NLCH603Y,0,560,689,5.0,28,1438.53,52.89,B2C,Low Buy Box
2023-04-01,B0NLCH603Y,0,5240,6940,0.02,1,17.36,19.84,B2C,Low Buy Box
2023-05-01,B0NLCH603Y,0,1551,2259,1.87,29,1680.24,32.39,B2C,Low Buy Box
2023-06-01,B0NLCH603Y,0,1033,1513,2.23,23,729.38,60.19,B2C,Low Buy Box
2023-07-01,B0NLCH603Y,0,2186,2460,0.18,4,81.57,40.9,B2C,Low Buy Box
2023-08-01,B0NLCH603Y,0,209,230,0.0,0,0.0,26.42,B2C,Low Buy Box
2023-09-01,B0NLCH603Y,0,237,348,1.69,4,82.58,-1.87,B2C,Low Buy Box
2023-10-01,B0NLCH603Y,0,712,1081,0.84,6,188.66,12.17,B2C,Low Buy Box
2023-11-01,B0NLCH603Y,0,228,347,17.98,41,657.95,2.49,B2C,Low Buy Box
2023-12-01,B0NLCH603Y,0,1418,2008,0.21,3,103.43,96.52,B2C,Low Buy Box
2024-01-01,B0NLCH603Y,0,1032,1433,0.78,8,284.69,24.39,B2C,Low Buy Box
2022-04-01,B06VW5KD7E,1,916,1012,0.22,2,61.2,90.79,B2C,Low Buy Box
2022-05-01,B06VW5KD7E,1,833,1160,3.48,29,882.14,19.17,B2C,Low Buy Box
2022-06-01,B06VW5KD7E,1,796,917,0.25,2,118.24,97.36,B2C,Low Buy Box
2022-07-01,B06VW5KD7E,1,2305,3551,0.61,14,214.3,67.38,B2C,High Buy Box
2022-08-01,B06VW5KD7E,1,769,996,0.52,4,102.24,39.4,B2C,High Buy Box
2022-09-01,B06VW5KD7E,1,583,875,2.06,12,657.6,-9.33,B2C,Low Buy Box
2022-10-01,B06VW5KD7E,1,4116,6287,0.27,11,262.35,80.89,B2C,Low Buy Box
2022-11-01,B06VW5KD7E,1,681,994,4.7,32,657.24,61.08,B2C,Low Buy Box
2022-12-01,B06VW5KD7E,1,185,207,1.08,2,110.65,58.68,B2C,Low Buy Box
2023-01-01,B06VW5KD7E,1,517,690,1.74,9,146.26,28.06,B2C,Low Buy Box
2023-02-01,B06VW5KD7E,1,3312,4627,0.15,5,292.08,85.03,B2C,Low Buy Box
2023-03-01,B06VW5KD7E,1,395,508,0.51,2,122.74,91.04,B2C,Low Buy Box
2023-04-01,B06VW5KD7E,1,1161,1243,0.09,1,40.07,18.04,B2C,Low Buy Box
2023-05-01,B06VW5KD7E,1,471,546,1.49,7,158.34,9.57,B2C,Low Buy Box
2023-06-01,B06VW5KD7E,1,612,761,2.12,13,689.44,85.38,B2C,Low Buy Box
2023-07-01,B06VW5KD7E,1,1170,1592,2.05,24,450.76,20.8,B2C,Low Buy Box
2023-08-01,B06VW5KD7E,1,2131,2597,1.64,35,491.24,89.45,B2C,Low Buy Box
2023-09-01,B06VW5KD7E,1,1861,2164,0.27,5,252.07,25.65,B2C,Low Buy Box
2023-10-01,B06VW5KD7E,1,3285,3950,0.33,11,392.52,41.3,B2C,Low Buy Box
2023-11-01,B06VW5KD7E,1,193,207,22.8,44,2427.16,64.33,B2C,Low Buy Box
2023-12-01,B06VW5KD7E,1,332,505,9.64,32,1943.91,45.5,B2C,Low Buy Box
2024-01-01,B06VW5KD7E,1,452,485,2.88,13,754.82,56.34,B2C,Low Buy Box
2022-04-01,B0RE5F9BBA,0,4555,6666,0.02,1,58.96,-1.13,B2C,Low Buy Box
2022-05-01,B0RE5F9BBA,0,4412,5808,0.18,8,212.84,79.14,B2C,Low Buy Box
2022-06-01,B0RE5F9BBA,0,4607,6645,0.35,16,983.01,61.14,B2C,Low Buy Box
2022-07-01,B0RE5F9BBA,0,2160,3160,1.71,37,2263.48,75.75,B2C,Low Buy Box
2022-08-01,B0RE5F9BBA,0,598,680,0.0,0,0.0,46.58,B2C,Low Buy Box
2022-09-01,B0RE5F9BBA,0,4693,7040,0.17,8,373.82,-3.08,B2C,Low Buy Box
2022-10-01,B0RE5F9BBA,0,4036,5983,2.6,105,3731.49,-1.99,B2C,Low Buy Box
2022-11-01,B0RE5F9BBA,0,502,619,7.97,40,1106.64,16.01,B2C,Low Buy Box
2022-12-01,B0RE5F9BBA,0,415,635,6.99,29,1192.57,87.22,B2C,Low Buy Box
2023-01-01,B0RE5F9BBA,0,927,1065,1.73,16,281.48,1.25,B2C,Low Buy Box
2023-02-01,B0RE5F9BBA,0,967,1250,0.0,0,0.0,6.05,B2C,Low Buy Box
2023-03-01,B0RE5F9BBA,0,2060,2664,1.02,21,1283.95,9.36,B2C,Low Buy Box
2023-04-01,B0RE5F9BBA,0,5492,6790,0.07,4,236.11,90.67,B2C,Low Buy Box
2023-05-01,B0RE5F9BBA,0,3370,4667,3.41,115,3551.82,14.24,B2C,Low Buy Box
2023-06-01,B0RE5F9BBA,0,1108,1444,1.17,13,311.31,93.21,B2C,Low Buy Box
2023-07-01,B0RE5F9BBA,0,2970,4174,2.86,85,2690.09,53.15,B2C,Low Buy Box
2023-08-01,B0RE5F9BBA,0,1526,1844,0.59,9,300.44,16.76,B2C,Low Buy Box
2023-09-01,B0RE5F9BBA,0,1476,2081,3.18,47,738.58,64.88,B2C,Low Buy Box
2023-10-01,B0RE5F9BBA,0,446,640,1.79,8,152.49,-8.48,B2C,Low Buy Box
2023-11-01,B0RE5F9BBA,0,761,1016,2.63,20,752.67,50.95,B2C,Low Buy Box
2023-12-01,B0RE5F9BBA,0,106,163,4.72,5,225.59,36.84,B2C,Low Buy Box
2024-01-01,B0RE5F9BBA,0,16,20,62.5,10,437.19,9.05,B2C,Low Buy Box
2022-04-01,B0DYBHFCLP,0,6132,6465,0.65,40,1011.39,23.58,B2C,Low Buy Box
2022-05-01,B0DYBHFCLP,0,227,281,1.32,3,166.09,34.06,B2C,Low Buy Box
2022-06-01,B0DYBHFCLP,0,407,629,7.62,31,1518.27,16.32,B2C,Low Buy Box
2022-07-01,B0DYBHFCLP,0,3917,5028,0.38,15,493.74,53.64,B2C,High Buy Box
2022-08-01,B0DYBHFCLP,0,582,894,1.89,11,608.13,51.72,B2C,Low Buy Box
2022-09-01,B0DYBHFCLP,0,3220,3429,0.37,12,537.42,-5.83,B2C,Low Buy Box
2022-10-01,B0DYBHFCLP,0,1524,1692,1.84,28,840.76,42.65,B2C,Low Buy Box
2022-11-01,B0DYBHFCLP,0,5208,5552,0.02,1,46.63,35.19,B2C,Low Buy Box
2022-12-01,B0DYBHFCLP,0,3957,5632,0.33,13,482.31,41.03,B2C,Low Buy Box
2023-01-01,B0DYBHFCLP,0,5202,7971,0.13,7,325.28,41.89,B2C,Low Buy Box
2023-02-01,B0DYBHFCLP,0,683,902,4.83,33,671.1,1.46,B2C,Low Buy Box
2023-03-01,B0DYBHFCLP,0,4400,5554,0.8,35,1805.52,-5.45,B2C,Low Buy Box
2023-04-01,B0DYBHFCLP,0,1413,1936,0.07,1,36.97,25.1,B2C,High Buy Box
2023-05-01,B0DYBHFCLP,0,2865,3144,0.03,1,40.75,2.3,B2C,Low Buy Box
2023-06-01,B0DYBHFCLP,0,1072,1451,2.52,27,409.61,52.58,B2C,High Buy Box
2023-07-01,B0DYBHFCLP,0,108,141,22.22,24,1286.83,46.43,B2C,Low Buy Box
2023-08-01,B0DYBHFCLP,0,877,1291,1.03,9,376.2,3.99,B2C,Low Buy Box
2023-09-01,B0DYBHFCLP,0,122,156,4.1,5,158.43,49.99,B2C,Low Buy Box
2023-10-01,B0DYBHFCLP,0,24,29,0.0,0,0.0,4.07,B2C,Low Buy Box
2023-11-01,B0DYBHFCLP,0,570,839,1.75,10,193.25,52.49,B2C,High Buy Box
2023-12-01,B0DYBHFCLP,0,1650,2472,1.09,18,716.76,10.02,B2C,High Buy Box
2024-01-01,B0DYBHFCLP,0,1933,2278,1.5,29,1562.65,92.21,B2C,Low Buy Box
2022-04-01,B0DV45QAAC,0,56,76,5.36,3,42.18,50.05,B2C,Low Buy Box
2022-05-01,B0DV45QAAC,0,286,440,3.85,11,461.83,-5.06,B2C,Low Buy Box
2022-06-01,B0DV45QAAC,0,1582,2421,0.19,3,67.83,49.03,B2C,Low Buy Box
2022-07-01,B0DV45QAAC,0,4144,5431,0.41,17,783.77,17.35,B2C,Low Buy Box
2022-08-01,B0DV45QAAC,0,5236,6595,0.13,7,239.81,54.3,B2C,Low Buy Box
2022-09-01,B0DV45QAAC,0,3058,3398,1.08,33,852.34,97.94,B2C,High Buy Box
2022-10-01,B0DV45QAAC,0,4183,4806,1.12,47,1192.84,45.04,B2C,Low Buy Box
2022-11-01,B0DV45QAAC,0,540,679,0.0,0,0.0,95.81,B2C,High Buy Box
2022-12-01,B0DV45QAAC,0,202,224,12.87,26,675.53,8.45,B2C,Low Buy Box
2023-01-01,B0DV45QAAC,0,7,9,28.57,2,104.33,92.26,B2C,Low Buy Box
2023-02-01,B0DV45QAAC,0,3731,3944,0.27,10,278.89,62.72,B2C,Low Buy Box
2023-03-01,B0DV45QAAC,0,123,143,4.88,6,357.34,-1.41,B2C,Low Buy Box
2023-04-01,B0DV45QAAC,0,4764,6583,0.25,12,498.17,65.81,B2C,Low Buy Box
2023-05-01,B0DV45QAAC,0,2228,2851,0.54,12,413.66,55.25,B2C,Low Buy Box
2023-06-01,B0DV45QAAC,0,1810,2713,0.99,18,833.85,64.65,B2C,Low Buy Box
2023-07-01,B0DV45QAAC,0,752,944,2.13,16,246.99,69.88,B2C,Low Buy Box
2023-08-01,B0DV45QAAC,0,730,1056,1.51,11,189.4,30.84,B2C,High Buy Box
2023-09-01,B0DV45QAAC,0,2999,4360,0.13,4,190.66,23.55,B2C,Low Buy Box
2023-10-01,B0DV45QAAC,0,1032,1467,1.84,19,757.9,64.26,B2C,High Buy Box
2023-11-01,B0DV45QAAC,0,558,727,4.84,27,1261.09,59.52,B2C,Low Buy Box
2023-12-01,B0DV45QAAC,0,2378,3232,0.17,4,235.5,96.86,B2C,Low Buy Box
2024-01-01,B0DV45QAAC,0,2779,2957,1.12,31,1885.04,85.71,B2C,Low Buy Box
2022-04-01,B02HH4ZVTK,0,2217,3346,0.09,2,56.04,65.09,B2C,Low Buy Box
2022-05-01,B02HH4ZVTK,0,2414,3160,0.46,11,501.84,24.25,B2C,Low Buy Box
2022-06-01,B02HH4ZVTK,0,1950,2402,2.72,53,2848.63,13.62,B2C,Low Buy Box
2022-07-01,B02HH4ZVTK,0,2759,3227,0.25,7,362.08,23.33,B2C,Low Buy Box
2022-08-01,B02HH4ZVTK,0,3421,4946,0.47,16,676.52,51.24,B2C,Low Buy Box
2022-09-01,B02HH4ZVTK,0,3,3,900.0,27,547.77,-1.14,B2C,Low Buy Box
2022-10-01,B02HH4ZVTK,0,1954,2824,0.51,10,395.23,28.04,B2C,Low Buy Box
2022-11-01,B02HH4ZVTK,0,68,92,4.41,3,134.0,46.75,B2C,Low Buy Box
2022-12-01,B02HH4ZVTK,0,701,852,2.85,20,1007.7,1.67,B2C,Low Buy Box
2023-01-01,B02HH4ZVTK,0,4151,6294,0.0,0,0.0,33.13,B2C,Low Buy Box
2023-02-01,B02HH4ZVTK,0,3648,5011,0.11,4,76.64,2.84,B2C,Low Buy Box
2023-03-01,B02HH4ZVTK,0,2211,2369,0.18,4,104.11,48.23,B2C,Low Buy Box
2023-04-01,B02HH4ZVTK,0,584,837,0.0,0,0.0,83.31,B2C,Low Buy Box
2023-05-01,B02HH4ZVTK,0,5445,6311,0.07,4,239.38,93.37,B2C,Low Buy Box
2023-06-01,B02HH4ZVTK,0,161,192,7.45,12,333.79,26.65,B2C,Low Buy Box
2023-07-01,B02HH4ZVTK,0,1194,1735,0.0,0,0.0,13.97,B2C,Low Buy Box
2023-08-01,B02HH4ZVTK,0,2752,3312,0.07,2,70.29,8.89,B2C,Low Buy Box
2023-09-01,B02HH4ZVTK,0,230,317,23.04,53,3260.44,34.48,B2C,Low Buy Box
2023-10-01,B02HH4ZVTK,0,1499,2268,0.07,1,28.33,94.49,B2C,Low Buy Box
2023-11-01,B02HH4ZVTK,0,1732,2681,0.69,12,526.92,3.7,B2C,Low Buy Box
2023-12-01,B02HH4ZVTK,0,144,205,18.06,26,716.62,51.76,B2C,High Buy Box
2024-01-01,B02HH4ZVTK,0,1457,2256,0.41,6,130.7,30.67,B2C,Low Buy Box
2022-04-01,B0Y8HHENTM,0,666,877,0.15,1,45.62,73.67,B2C,Low Buy Box
2022-05-01,B0Y8HHENTM,0,1011,1189,1.09,11,621.96,18.06,B2C,Low Buy Box
2022-06-01,B0Y8HHENTM,0,479,649,2.3,11,667.41,55.72,B2C,Low Buy Box
2022-07-01,B0Y8HHENTM,0,733,927,13.1,96,1924.25,19.48,B2C,Low Buy Box
2022-08-01,B0Y8HHENTM,0,945,1211,4.87,46,1419.22,68.36,B2C,Low Buy Box
2022-09-01,B0Y8HHENTM,0,679,1019,1.18,8,265.33,5.07,B2C,Low Buy Box
2022-10-01,B0Y8HHENTM,0,128,191,3.12,4,134.84,0.83,B2C,Low Buy Box
2022-11-01,B0Y8HHENTM,0,844,1015,1.42,12,619.6,21.14,B2C,Low Buy Box
2022-12-01,B0Y8HHENTM,0,3649,4201,0.11,4,196.84,14.02,B2C,High Buy Box
2023-01-01,B0Y8HHENTM,0,835,1094,8.98,75,1905.08,31.22,B2C,Low Buy Box
2023-02-01,B0Y8HHENTM,0,1682,2035,0.36,6,149.62,59.3,B2C,Low Buy Box
2023-03-01,B0Y8HHENTM,0,2967,3145,0.4,12,659.09,6.35,B2C,Low Buy Box
2023-04-01,B0Y8HHENTM,0,840,1120,5.71,48,859.29,11.35,B2C,High Buy Box
2023-05-01,B0Y8HHENTM,0,1706,2626,1.23,21,462.65,-6.55,B2C,Low Buy Box
2023-06-01,B0Y8HHENTM,0,68,84,41.18,28,868.3,31.65,B2C,Low Buy Box
2023-07-01,B0Y8HHENTM,0,535,660,0.0,0,0.0,53.97,B2C,Low Buy Box
2023-08-01,B0Y8HHENTM,0,844,1183,0.0,0,0.0,31.33,B2C,Low Buy Box
2023-09-01,B0Y8HHENTM,0,572,655,2.27,13,324.11,32.58,B2C,Low Buy Box
2023-10-01,B0Y8HHENTM,0,2161,2747,0.0,0,0.0,28.76,B2C,Low Buy Box
2023-11-01,B0Y8HHENTM,0,5163,7213,0.27,14,579.38,15.13,B2C,Low Buy Box
2023-12-01,B0Y8HHENTM,0,4852,5623,0.25,12,308.9,47.91,B2C,Low Buy Box
2024-01-01,B0Y8HHENTM,0,490,622,0.82,4,81.78,56.74,B2C,Low Buy Box
2022-04-01,B0DGQQDFFV,0,1204,1643,0.66,8,296.32,45.18,B2C,Low Buy Box
2022-05-01,B0DGQQDFFV,0,4041,6106,0.17,7,147.25,79.49,B2C,Low Buy Box
2022-06-01,B0DGQQDFFV,0,566,794,14.49,82,3929.62,76.76,B2C,Low Buy Box
2022-07-01,B0DGQQDFFV,0,2244,3277,0.04,1,40.48,99.99,B2C,Low Buy Box
2022-08-01,B0DGQQDFFV,0,1918,2822,0.05,1,48.59,59.63,B2C,Low Buy Box
2022-09-01,B0DGQQDFFV,0,1024,1541,1.17,12,670.13,47.14,B2C,Low Buy Box
2022-10-01,B0DGQQDFFV,0,712,1077,0.0,0,0.0,79.51,B2C,High Buy Box
2022-11-01,B0DGQQDFFV,0,854,1019,2.22,19,294.91,59.79,B2C,Low Buy Box
2022-12-01,B0DGQQDFFV,0,7,10,71.43,5,140.84,28.66,B2C,Low Buy Box
2023-01-01,B0DGQQDFFV,0,3312,4491,1.18,39,1291.2,94.45,B2C,Low Buy Box
2023-02-01,B0DGQQDFFV,0,3654,5345,0.03,1,37.46,80.33,B2C,Low Buy Box
2023-03-01,B0DGQQDFFV,0,825,1236,1.94,16,384.23,63.39,B2C,High Buy Box
2023-04-01,B0DGQQDFFV,0,11743,14533,0.17,20,704.07,1.63,B2C,Low Buy Box
2023-05-01,B0DGQQDFFV,0,1430,1864,0.0,0,0.0,78.23,B2C,Low Buy Box
2023-06-01,B0DGQQDFFV,0,423,462,0.0,0,0.0,13.17,B2C,Low Buy Box
2023-07-01,B0DGQQDFFV,0,238,292,0.84,2,100.25,52.32,B2C,Low Buy Box
2023-08-01,B0DGQQDFFV,0,119,146,42.02,50,776.51,30.18,B2C,Low Buy Box
2023-09-01,B0DGQQDFFV,0,795,908,2.39,19,567.01,68.53,B2C,Low Buy Box
2023-10-01,B0DGQQDFFV,0,1458,1781,0.27,4,183.05,71.29,B2C,Low Buy Box
2023-11-01,B0DGQQDFFV,0,3223,4353,0.03,1,22.98,23.02,B2C,Low Buy Box
2023-12-01,B0DGQQDFFV,0,4228,5278,0.02,1,14.25,98.27,B2C,Low Buy Box
2024-01-01,B0DGQQDFFV,0,67,100,5.97,4,223.38,76.05,B2C,Low Buy Box
2022-04-01,B0HWL9JVDP,0,2345,2478,0.13,3,106.91,30.61,B2C,Low Buy Box
2022-05-01,B0HWL9JVDP,0,7,7,171.43,12,169.11,54.57,B2C,Low Buy Box
2022-06-01,B0HWL9JVDP,0,227,286,2.2,5,231.81,10.85,B2C,Low Buy Box
2022-07-01,B0HWL9JVDP,0,2860,3289,0.28,8,430.16,55.69,B2C,Low Buy Box
2022-08-01,B0HWL9JVDP,0,5825,6652,0.03,2,71.87,65.82,B2C,High Buy Box
2022-09-01,B0HWL9JVDP,0,6407,7998,0.16,10,194.84,9.46,B2C,Low Buy Box
2022-10-01,B0HWL9JVDP,0,1201,1721,0.08,1,36.37,53.08,B2C,Low Buy Box
2022-11-01,B0HWL9JVDP,0,8795,11422,0.03,3,121.07,79.44,B2C,Low Buy Box
2022-12-01,B0HWL9JVDP,0,582,836,5.84,34,1325.6,83.57,B2C,Low Buy Box
2023-01-01,B0HWL9JVDP,0,1003,1291,1.0,10,605.52,63.67,B2C,Low Buy Box
2023-02-01,B0HWL9JVDP,0,423,563,2.13,9,173.6,47.77,B2C,High Buy Box
2023-03-01,B0HWL9JVDP,0,3090,4206,0.06,2,121.29,20.79,B2C,High Buy Box
2023-04-01,B0HWL9JVDP,0,690,921,6.38,44,1442.99,38.51,B2C,Low Buy Box
2023-05-01,B0HWL9JVDP,0,3908,5640,0.13,5,120.1,52.34,B2C,Low Buy Box
2023-06-01,B0HWL9JVDP,0,6658,8736,0.8,53,3141.13,36.82,B2C,Low Buy Box
2023-07-01,B0HWL9JVDP,0,189,274,0.0,0,0.0,95.44,B2C,Low Buy Box
2023-08-01,B0HWL9JVDP,0,2545,3159,0.59,15,226.75,81.12,B2C,Low Buy Box
2023-09-01,B0HWL9JVDP,0,1053,1589,0.28,3,96.06,-6.82,B2C,High Buy Box
2023-10-01,B0HWL9JVDP,0,171,237,21.64,37,1043.33,34.12,B2C,Low Buy Box
2023-11-01,B0HWL9JVDP,0,320,394,3.75,12,396.94,76.09,B2C,Low Buy Box
2023-12-01,B0HWL9JVDP,0,336,464,3.57,12,643.19,43.05,B2C,Low Buy Box
2024-01-01,B0HWL9JVDP,0,7082,9590,0.01,1,36.48,72.84,B2C,Low Buy Box
2022-04-01,B0SBM61CWY,1,4030,4985,0.32,13,765.06,96.16,B2C,Low Buy Box
2022-05-01,B0SBM61CWY,1,5720,7301,0.54,31,655.64,79.53,B2C,Low Buy Box
2022-06-01,B0SBM61CWY,1,1183,1827,0.25,3,149.23,65.08,B2C,Low Buy Box
2022-07-01,B0SBM61CWY,1,15,15,153.33,23,1168.25,-1.63,B2C,Low Buy Box
2022-08-01,B0SBM61CWY,1,2487,2945,0.76,19,628.5,53.33,B2C,High Buy Box
2022-09-01,B0SBM61CWY,1,1647,2303,0.55,9,380.76,19.92,B2C,Low Buy Box
2022-10-01,B0SBM61CWY,1,4519,5154,0.02,1,56.93,37.86,B2C,Low Buy Box
2022-11-01,B0SBM61CWY,1,893,1040,2.13,19,1054.73,81.53,B2C,Low Buy Box
2022-12-01,B0SBM61CWY,1,454,636,6.39,29,1036.16,69.32,B2C,High Buy Box
2023-01-01,B0SBM61CWY,1,2893,4472,0.1,3,102.84,89.23,B2C,Low Buy Box
2023-02-01,B0SBM61CWY,1,2435,3598,0.33,8,413.8,57.01,B2C,High Buy Box
2023-03-01,B0SBM61CWY,1,13,16,7.69,1,54.18,71.12,B2C,Low Buy Box
2023-04-01,B0SBM61CWY,1,838,1130,6.21,52,2293.67,52.61,B2C,Low Buy Box
2023-05-01,B0SBM61CWY,1,236,257,4.66,11,547.43,61.15,B2C,Low Buy Box
2023-06-01,B0SBM61CWY,1,215,331,3.26,7,292.61,36.77,B2C,Low Buy Box
2023-07-01,B0SBM61CWY,1,1031,1381,1.84,19,888.59,15.0,B2C,Low Buy Box
2023-08-01,B0SBM61CWY,1,1927,2925,0.42,8,374.73,50.68,B2C,Low Buy Box
2023-09-01,B0SBM61CWY,1,2422,3478,0.58,14,669.81,38.83,B2C,Low Buy Box
2023-10-01,B0SBM61CWY,1,5258,6780,0.04,2,32.35,74.03,B2C,Low Buy Box
2023-11-01,B0SBM61CWY,1,731,772,1.5,11,279.16,82.08,B2C,Low Buy Box
2023-12-01,B0SBM61CWY,1,783,1200,0.89,7,307.89,82.33,B2C,Low Buy Box
2024-01-01,B0SBM61CWY,1,2651,3880,0.19,5,81.96,42.63,B2C,Low Buy Box
2022-04-01,B0VC7MZVKB,0,856,1044,2.92,25,528.65,89.19,B2C,High Buy Box
2022-05-01,B0VC7MZVKB,0,2140,3082,0.0,0,0.0,24.32,B2C,Low Buy Box
2022-06-01,B0VC7MZVKB,0,2705,3074,0.26,7,381.02,-4.9,B2C,Low Buy Box
2022-07-01,B0VC7MZVKB,0,1304,1812,1.38,18,673.85,29.98,B2C,Low Buy Box
2022-08-01,B0VC7MZVKB,0,2852,3111,0.46,13,654.55,-4.55,B2C,Low Buy Box
2022-09-01,B0VC7MZVKB,0,1774,2014,0.51,9,169.31,62.09,B2C,Low Buy Box
2022-10-01,B0VC7MZVKB,0,1133,1436,2.12,24,1271.83,50.65,B2C,Low Buy Box
2022-11-01,B0VC7MZVKB,0,1506,1772,0.13,2,50.7,87.08,B2C,Low Buy Box
2022-12-01,B0VC7MZVKB,0,771,1124,4.28,33,1744.96,74.03,B2C,Low Buy Box
2023-01-01,B0VC7MZVKB,0,2157,2426,2.5,54,2831.28,42.53,B2C,Low Buy Box
2023-02-01,B0VC7MZVKB,0,1614,2415,0.99,16,257.83,38.0,B2C,Low Buy Box
2023-03-01,B0VC7MZVKB,0,1578,2160,1.71,27,1557.98,43.91,B2C,Low Buy Box
2023-04-01,B0VC7MZVKB,0,2999,3187,0.43,13,697.57,27.97,B2C,Low Buy Box
2023-05-01,B0VC7MZVKB,0,324,376,11.11,36,604.48,11.55,B2C,Low Buy Box
2023-06-01,B0VC7MZVKB,0,2375,3157,2.4,57,849.29,43.53,B2C,Low Buy Box
2023-07-01,B0VC7MZVKB,0,2943,3829,0.0,0,0.0,90.89,B2C,Low Buy Box
2023-08-01,B0VC7MZVKB,0,966,1111,9.63,93,4157.88,21.91,B2C,Low Buy Box
2023-09-01,B0VC7MZVKB,0,610,806,3.11,19,1170.08,92.37,B2C,Low Buy Box
2023-10-01,B0VC7MZVKB,0,2814,3486,0.21,6,104.27,96.05,B2C,Low Buy Box
2023-11-01,B0VC7MZVKB,0,250,339,11.2,28,1603.9,40.17,B2C,Low Buy Box
2023-12-01,B0VC7MZVKB,0,76,116,1.32,1,21.43,62.18,B2C,High Buy Box
2024-01-01,B0VC7MZVKB,0,1689,1831,0.41,7,199.93,71.76,B2C,Low Buy Box
2022-04-01,B08F241D13,0,2187,3198,0.14,3,119.35,68.9,B2C,Low Buy Box
2022-05-01,B08F241D13,0,2183,2766,0.82,18,903.28,-8.46,B2C,High Buy Box
2022-06-01,B08F241D13,0,119,144,10.08,12,473.68,60.69,B2C,Low Buy Box
2022-07-01,B08F241D13,0,1299,1950,0.54,7,254.23,-8.81,B2C,Low Buy Box
2022-08-01,B08F241D13,0,1378,1514,2.76,38,2280.94,27.74,B2C,Low Buy Box
2022-09-01,B08F241D13,0,200,230,7.5,15,512.97,-5.55,B2C,Low Buy Box
2022-10-01,B08F241D13,0,637,692,0.16,1,47.47,1.32,B2C,Low Buy Box
2022-11-01,B08F241D13,0,1369,1637,1.1,15,699.76,13.19,B2C,Low Buy Box
2022-12-01,B08F241D13,0,1140,1207,0.26,3,59.67,75.52,B2C,Low Buy Box
2023-01-01,B08F241D13,0,1917,2941,2.03,39,2168.13,90.1,B2C,Low Buy Box
2023-02-01,B08F241D13,0,2189,2838,0.37,8,131.44,75.81,B2C,High Buy Box
2023-03-01,B08F241D13,0,1536,2160,1.3,20,889.25,25.3,B2C,High Buy Box
2023-04-01,B08F241D13,0,3044,3616,0.46,14,473.7,-6.22,B2C,Low Buy Box
2023-05-01,B08F241D13,0,3531,4161,0.74,26,1395.52,94.99,B2C,Low Buy Box
2023-06-01,B08F241D13,0,3930,5403,0.13,5,252.41,8.36,B2C,Low Buy Box
2023-07-01,B08F241D13,0,826,1159,6.17,51,3089.09,53.81,B2C,Low Buy Box
2023-08-01,B08F241D13,0,3468,4860,0.0,0,0.0,93.63,B2C,Low Buy Box
